"Instance","Time","Seed","Quality","Result"
"eil101_101_30.txt","128654","1234","73.54590403278758","[(x=28.0, y=18.0), (x=2.0, y=60.0), (x=20.0, y=20.0), (x=55.0, y=5.0), (x=6.0, y=68.0), (x=64.0, y=42.0), (x=14.0, y=37.0), (x=35.0, y=69.0), (x=41.0, y=37.0), (x=49.0, y=58.0), (x=44.0, y=17.0), (x=2.0, y=48.0), (x=40.0, y=60.0), (x=8.0, y=56.0), (x=20.0, y=65.0), (x=15.0, y=77.0), (x=15.0, y=60.0), (x=45.0, y=65.0), (x=53.0, y=12.0), (x=27.0, y=69.0), (x=60.0, y=12.0), (x=49.0, y=11.0), (x=27.0, y=43.0), (x=16.0, y=22.0), (x=67.0, y=5.0), (x=35.0, y=40.0), (x=53.0, y=43.0), (x=65.0, y=20.0), (x=42.0, y=7.0), (x=49.0, y=42.0)]"
